txt,vertices,boundBox,slopes,font,word_len,direction,center_point,Label,img_path,idx,type
LLO,"[(1830, 1207), (1865, 1208), (1865, 1220), (1830, 1219)]","{'Width': 35, 'Height': 13, 'Left': 1830, 'Top': 1207}","(-0.029, 1000.0, -0.029, 1000.0)",12.0,35.0142828,horizontal,"(1847.5, 1213.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1195,train
-,"[(193, 189), (193, 196), (183, 197), (183, 190)]","{'Width': 10, 'Height': 8, 'Left': 183, 'Top': 189}","(1000.0, 0.1, 1000.0, 0.1)",10.04987562,7.0,vertical,"(188.0, 193.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,425,train
"""","[(303, 190), (302, 206), (269, 204), (270, 188)]","{'Width': 34, 'Height': 18, 'Left': 269, 'Top': 188}","(16.0, -0.061, 16.0, -0.061)",33.06055051,16.03121954,vertical,"(286.0, 197.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,934,train
LIST,"[(531, 57), (529, 129), (499, 128), (501, 56)]","{'Width': 32, 'Height': 73, 'Left': 499, 'Top': 56}","(36.0, -0.033, 36.0, -0.033)",30.01666204,72.02777242,vertical,"(515.0, 92.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,710,train
READING,"[(1053, 596), (1052, 648), (1041, 648), (1042, 596)]","{'Width': 12, 'Height': 52, 'Left': 1041, 'Top': 596}","(52.0, 0.0, 52.0, -0.0)",11.0,52.0096145,vertical,"(1047.0, 622.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,229,train
OF,"[(1004, 614), (1003, 654), (966, 653), (967, 613)]","{'Width': 38, 'Height': 41, 'Left': 966, 'Top': 613}","(40.0, -0.027, 40.0, -0.027)",37.01351105,40.01249805,vertical,"(985.0, 633.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,216,train
Cinci,"[(1334, 676), (1338, 707), (1325, 708), (1321, 678)]","{'Width': 17, 'Height': 32, 'Left': 1321, 'Top': 676}","(-7.75, 0.077, -7.5, 0.154)",13.09567562,30.76124556,vertical,"(1329.5, 692.25)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,123,train
yourself,"[(3440, 533), (3471, 534), (3471, 551), (3440, 550)]","{'Width': 31, 'Height': 18, 'Left': 3440, 'Top': 533}","(-0.032, 1000.0, -0.032, 1000.0)",17.0,31.01612484,horizontal,"(3455.5, 542.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1362,train
you,"[(3412, 532), (3427, 532), (3427, 550), (3412, 550)]","{'Width': 15, 'Height': 18, 'Left': 3412, 'Top': 532}","(-0.0, 1000.0, 0.0, 1000.0)",18.0,15.0,horizontal,"(3419.5, 541.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1354,train
HO,"[(943, 784), (943, 803), (920, 803), (920, 784)]","{'Width': 23, 'Height': 19, 'Left': 920, 'Top': 784}","(1000.0, 0.0, 1000.0, -0.0)",23.0,19.0,vertical,"(931.5, 793.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,206,train
HATE,"[(238, 163), (241, 264), (212, 265), (209, 164)]","{'Width': 32, 'Height': 102, 'Left': 209, 'Top': 163}","(-33.667, 0.034, -33.667, 0.034)",29.01723626,101.0445446,vertical,"(225.0, 214.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,582,train
MAJORS,"[(604, 1052), (604, 1124), (583, 1124), (583, 1052)]","{'Width': 21, 'Height': 72, 'Left': 583, 'Top': 1052}","(1000.0, 0.0, 1000.0, -0.0)",21.0,72.0,vertical,"(593.5, 1088.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1045,train
ALEXANDER,"[(261, 111), (262, 186), (247, 186), (246, 111)]","{'Width': 16, 'Height': 75, 'Left': 246, 'Top': 111}","(-75.0, 0.0, -75.0, -0.0)",15.0,75.00666637,vertical,"(254.0, 148.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,689,train
IS,"[(611, 511), (611, 541), (573, 541), (573, 511)]","{'Width': 38, 'Height': 30, 'Left': 573, 'Top': 511}","(1000.0, 0.0, 1000.0, -0.0)",38.0,30.0,vertical,"(592.0, 526.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1039,train
John,"[(2728, 961), (2725, 1031), (2692, 1029), (2695, 959)]","{'Width': 36, 'Height': 72, 'Left': 2692, 'Top': 959}","(23.333, -0.061, 23.333, -0.061)",33.06055051,70.06425622,vertical,"(2710.0, 995.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1304,train
PUBLIC,"[(1904, 466), (1896, 642), (1850, 640), (1858, 464)]","{'Width': 54, 'Height': 178, 'Left': 1850, 'Top': 464}","(22.0, -0.043, 22.0, -0.043)",46.04345773,176.1817244,vertical,"(1877.0, 553.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1201,train
"""","[(303, 190), (302, 206), (269, 204), (270, 188)]","{'Width': 34, 'Height': 18, 'Left': 269, 'Top': 188}","(16.0, -0.061, 16.0, -0.061)",33.06055051,16.03121954,vertical,"(286.0, 197.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,934,train
Handbook,"[(1411, 489), (1411, 567), (1396, 567), (1396, 489)]","{'Width': 15, 'Height': 78, 'Left': 1396, 'Top': 489}","(1000.0, 0.0, 1000.0, -0.0)",15.0,78.0,vertical,"(1403.5, 528.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1145,train
ORSON,"[(325, 44), (365, 43), (365, 55), (325, 56)]","{'Width': 40, 'Height': 13, 'Left': 325, 'Top': 43}","(0.025, 1000.0, 0.025, 1000.0)",12.0,40.01249805,horizontal,"(345.0, 49.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,726,train
37131,"[(1160, 351), (1185, 355), (1182, 371), (1158, 367)]","{'Width': 27, 'Height': 20, 'Left': 1158, 'Top': 351}","(-0.16, 5.333, -0.167, 8.0)",16.20166805,24.82451396,horizontal,"(1171.25, 361.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1101,train
CODING,"[(167, 70), (226, 188), (204, 199), (145, 81)]","{'Width': 81, 'Height': 129, 'Left': 145, 'Top': 70}","(-2.0, 0.5, -2.0, 0.5)",24.59674775,131.9280107,vertical,"(185.5, 134.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,781,train
ONTO,"[(1171, 294), (1188, 298), (1185, 311), (1168, 307)]","{'Width': 20, 'Height': 17, 'Left': 1168, 'Top': 294}","(-0.235, 4.333, -0.235, 4.333)",13.34166406,17.4642492,horizontal,"(1178.0, 302.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1102,train
EPICTAIL,"[(386, 208), (381, 331), (355, 330), (360, 207)]","{'Width': 31, 'Height': 124, 'Left': 355, 'Top': 207}","(24.6, -0.038, 24.6, -0.038)",26.01922366,123.1015841,vertical,"(370.5, 269.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,591,train
Johnson,"[(771, 781), (770, 860), (752, 860), (753, 781)]","{'Width': 19, 'Height': 79, 'Left': 752, 'Top': 781}","(79.0, 0.0, 79.0, -0.0)",18.0,79.00632886,vertical,"(761.5, 820.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,55,train
GUIDE,"[(2479, 883), (2477, 933), (2464, 932), (2466, 883)]","{'Width': 15, 'Height': 50, 'Left': 2464, 'Top': 883}","(25.0, -0.077, 24.5, -0.0)",13.01920241,49.54039168,vertical,"(2471.5, 907.75)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1277,train
REE,"[(378, 479), (379, 507), (368, 507), (367, 479)]","{'Width': 12, 'Height': 28, 'Left': 367, 'Top': 479}","(-28.0, 0.0, -28.0, -0.0)",11.0,28.01785145,vertical,"(373.0, 493.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,276,train
THE,"[(2178, 260), (2176, 316), (2133, 314), (2135, 258)]","{'Width': 45, 'Height': 58, 'Left': 2133, 'Top': 258}","(28.0, -0.047, 28.0, -0.047)",43.0464865,56.0357029,vertical,"(2155.5, 287.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1245,train
david,"[(668, 44), (668, 82), (656, 82), (656, 44)]","{'Width': 12, 'Height': 38, 'Left': 656, 'Top': 44}","(1000.0, 0.0, 1000.0, -0.0)",12.0,38.0,vertical,"(662.0, 63.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,899,train
EXECUTIONERS,"[(1030, 363), (1046, 535), (1032, 537), (1016, 364)]","{'Width': 30, 'Height': 174, 'Left': 1016, 'Top': 363}","(-10.75, 0.143, -10.812, 0.071)",14.08890224,173.240446,vertical,"(1031.0, 449.75)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,365,train
telling,"[(3460, 469), (3487, 468), (3488, 481), (3461, 482)]","{'Width': 28, 'Height': 14, 'Left': 3460, 'Top': 468}","(0.037, -13.0, 0.037, -13.0)",13.03840481,27.01851217,horizontal,"(3474.0, 475.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1364,train
&,"[(392, 846), (392, 856), (376, 856), (376, 846)]","{'Width': 16, 'Height': 10, 'Left': 376, 'Top': 846}","(1000.0, 0.0, 1000.0, -0.0)",16.0,10.0,vertical,"(384.0, 851.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,32,train
BRIV'S,"[(410, 476), (435, 476), (435, 483), (410, 483)]","{'Width': 25, 'Height': 7, 'Left': 410, 'Top': 476}","(-0.0, 1000.0, 0.0, 1000.0)",7.0,25.0,horizontal,"(422.5, 479.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,699,train
THE,"[(711, 486), (710, 521), (685, 520), (686, 485)]","{'Width': 26, 'Height': 36, 'Left': 685, 'Top': 485}","(35.0, -0.04, 35.0, -0.04)",25.01999201,35.0142828,vertical,"(698.0, 503.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,903,train
HARJO,"[(3204, 1021), (3193, 1124), (3164, 1121), (3174, 1018)]","{'Width': 40, 'Height': 106, 'Left': 3164, 'Top': 1018}","(9.364, -0.103, 10.3, -0.1)",29.65219317,103.5350058,vertical,"(3183.75, 1071.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1339,train
UNIQA,"[(1107, 282), (1101, 445), (1040, 443), (1046, 280)]","{'Width': 67, 'Height': 165, 'Left': 1040, 'Top': 280}","(27.167, -0.033, 27.167, -0.033)",61.03277808,163.1103921,vertical,"(1073.5, 362.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,534,train
CT,"[(479, 78), (489, 98), (462, 111), (452, 92)]","{'Width': 37, 'Height': 33, 'Left': 452, 'Top': 78}","(-2.0, 0.481, -1.9, 0.519)",30.19023039,21.91579516,vertical,"(470.5, 94.75)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,737,train
HER,"[(2103, 1214), (2138, 1215), (2137, 1228), (2102, 1227)]","{'Width': 36, 'Height': 14, 'Left': 2102, 'Top': 1214}","(-0.029, 13.0, -0.029, 13.0)",13.03840481,35.0142828,horizontal,"(2120.0, 1221.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1234,train
808.803,"[(2666, 1202), (2747, 1209), (2745, 1225), (2665, 1218)]","{'Width': 82, 'Height': 23, 'Left': 2665, 'Top': 1202}","(-0.086, 8.0, -0.087, 16.0)",16.07786752,80.80378627,horizontal,"(2705.75, 1213.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1300,train
The,"[(3372, 473), (3385, 472), (3386, 486), (3373, 487)]","{'Width': 14, 'Height': 15, 'Left': 3372, 'Top': 472}","(0.077, -14.0, 0.077, -14.0)",14.03566885,13.03840481,horizontal,"(3379.0, 479.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1349,train
DYNAMIC,"[(308, 663), (309, 837), (279, 837), (278, 663)]","{'Width': 31, 'Height': 174, 'Left': 278, 'Top': 663}","(-174.0, 0.0, -174.0, -0.0)",30.0,174.0028735,vertical,"(293.5, 750.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1006,train
2,"[(526, 60), (527, 110), (488, 111), (487, 61)]","{'Width': 40, 'Height': 51, 'Left': 487, 'Top': 60}","(-50.0, 0.026, -50.0, 0.026)",39.01281841,50.009999,vertical,"(507.0, 85.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,641,train
JOHN,"[(963, 946), (962, 1039), (940, 1039), (941, 946)]","{'Width': 23, 'Height': 93, 'Left': 940, 'Top': 946}","(93.0, 0.0, 93.0, -0.0)",22.0,93.00537619,vertical,"(951.5, 992.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1086,train
WHO,"[(249, 317), (248, 348), (235, 348), (236, 317)]","{'Width': 14, 'Height': 31, 'Left': 235, 'Top': 317}","(31.0, 0.0, 31.0, -0.0)",13.0,31.01612484,vertical,"(242.0, 332.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,829,train
EPICTAIL,"[(386, 208), (381, 331), (355, 330), (360, 207)]","{'Width': 31, 'Height': 124, 'Left': 355, 'Top': 207}","(24.6, -0.038, 24.6, -0.038)",26.01922366,123.1015841,vertical,"(370.5, 269.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,591,train
X,"[(725, 449), (726, 466), (700, 467), (699, 450)]","{'Width': 27, 'Height': 18, 'Left': 699, 'Top': 449}","(-17.0, 0.038, -17.0, 0.038)",26.01922366,17.02938637,vertical,"(712.5, 458.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,666,train
for,"[(1325, 524), (1329, 555), (1309, 557), (1305, 526)]","{'Width': 24, 'Height': 33, 'Left': 1305, 'Top': 524}","(-7.75, 0.1, -7.75, 0.1)",20.09975124,31.25699922,vertical,"(1317.0, 540.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,119,train
FAIL,"[(516, 237), (514, 309), (482, 308), (484, 236)]","{'Width': 34, 'Height': 73, 'Left': 482, 'Top': 236}","(36.0, -0.031, 36.0, -0.031)",32.01562119,72.02777242,vertical,"(499.0, 272.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,604,train
POE,"[(3334, 1248), (3370, 1252), (3368, 1266), (3333, 1262)]","{'Width': 37, 'Height': 18, 'Left': 3333, 'Top': 1248}","(-0.111, 7.0, -0.114, 14.0)",14.08890224,35.72468523,horizontal,"(3351.25, 1257.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1346,train
UNTOLD,"[(656, 41), (654, 79), (645, 78), (647, 41)]","{'Width': 11, 'Height': 38, 'Left': 645, 'Top': 41}","(19.0, -0.111, 18.5, -0.0)",9.027692569,37.5533049,vertical,"(650.5, 59.75)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,981,train
E,"[(1201, 582), (1202, 597), (1186, 598), (1185, 583)]","{'Width': 17, 'Height': 16, 'Left': 1185, 'Top': 582}","(-15.0, 0.062, -15.0, 0.062)",16.03121954,15.03329638,vertical,"(1193.5, 590.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,380,train
HILL,"[(496, 383), (480, 401), (471, 393), (487, 375)]","{'Width': 25, 'Height': 26, 'Left': 471, 'Top': 375}","(1.125, -0.889, 1.125, -0.889)",12.04159458,24.08318916,vertical,"(483.5, 388.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,964,train
DAVID,"[(614, 714), (613, 756), (589, 756), (590, 714)]","{'Width': 25, 'Height': 42, 'Left': 589, 'Top': 714}","(42.0, 0.0, 42.0, -0.0)",24.0,42.01190308,vertical,"(601.5, 735.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,51,train
148,"[(3602, 312), (3627, 309), (3629, 327), (3605, 331)]","{'Width': 27, 'Height': 22, 'Left': 3602, 'Top': 309}","(0.12, -9.0, 0.167, -6.333)",18.67307717,24.75520337,horizontal,"(3615.75, 319.75)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1380,train
?,"[(426, 476), (427, 494), (404, 496), (402, 478)]","{'Width': 25, 'Height': 20, 'Left': 402, 'Top': 476}","(-18.0, 0.087, -9.0, 0.083)",23.58499096,18.06926333,vertical,"(414.75, 486.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,460,train
NOUTH,"[(950, 424), (954, 460), (943, 461), (939, 425)]","{'Width': 15, 'Height': 37, 'Left': 939, 'Top': 424}","(-9.0, 0.091, -9.0, 0.091)",11.04536102,36.22154055,vertical,"(946.5, 442.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,353,train
11,"[(1135, 397), (1135, 415), (1122, 415), (1122, 397)]","{'Width': 13, 'Height': 18, 'Left': 1122, 'Top': 397}","(1000.0, 0.0, 1000.0, -0.0)",13.0,18.0,vertical,"(1128.5, 406.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,238,train
&,"[(990, 627), (991, 644), (978, 645), (977, 628)]","{'Width': 14, 'Height': 18, 'Left': 977, 'Top': 627}","(-17.0, 0.077, -17.0, 0.077)",13.03840481,17.02938637,vertical,"(984.0, 636.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,528,train
:,"[(2566, 918), (2566, 924), (2545, 923), (2545, 917)]","{'Width': 21, 'Height': 7, 'Left': 2545, 'Top': 917}","(1000.0, -0.048, 1000.0, -0.048)",21.02379604,6.0,vertical,"(2555.5, 920.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1288,train
808.51,"[(1832, 1180), (1902, 1181), (1902, 1204), (1832, 1203)]","{'Width': 70, 'Height': 24, 'Left': 1832, 'Top': 1180}","(-0.014, 1000.0, -0.014, 1000.0)",23.0,70.00714249,horizontal,"(1867.0, 1192.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1196,train
Marilyn,"[(121, 65), (178, 66), (178, 80), (121, 79)]","{'Width': 57, 'Height': 15, 'Left': 121, 'Top': 65}","(-0.018, 1000.0, -0.018, 1000.0)",14.0,57.00877125,horizontal,"(149.5, 72.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,677,train
DE,"[(680, 464), (681, 503), (664, 503), (663, 464)]","{'Width': 18, 'Height': 39, 'Left': 663, 'Top': 464}","(-39.0, 0.0, -39.0, -0.0)",17.0,39.01281841,vertical,"(672.0, 483.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,661,train
LOST,"[(899, 751), (914, 815), (885, 822), (871, 757)]","{'Width': 43, 'Height': 71, 'Left': 871, 'Top': 751}","(-4.267, 0.241, -4.643, 0.214)",29.23425495,66.11245728,vertical,"(892.25, 786.25)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,202,train
B,"[(1134, 926), (1161, 927), (1161, 947), (1134, 946)]","{'Width': 27, 'Height': 21, 'Left': 1134, 'Top': 926}","(-0.037, 1000.0, -0.037, 1000.0)",20.0,27.01851217,horizontal,"(1147.5, 936.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,93,train
OBAMA,"[(1098, 483), (1104, 565), (1089, 566), (1083, 484)]","{'Width': 21, 'Height': 83, 'Left': 1083, 'Top': 483}","(-13.667, 0.067, -13.667, 0.067)",15.03329638,82.21921916,vertical,"(1093.5, 524.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,370,train
CLAY,"[(613, 759), (612, 795), (588, 795), (589, 759)]","{'Width': 25, 'Height': 36, 'Left': 588, 'Top': 759}","(36.0, 0.0, 36.0, -0.0)",24.0,36.01388621,vertical,"(600.5, 777.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,50,train
with,"[(3610, 536), (3629, 536), (3629, 553), (3610, 553)]","{'Width': 19, 'Height': 17, 'Left': 3610, 'Top': 536}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,19.0,horizontal,"(3619.5, 544.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1382,train
808.3,"[(1446, 1195), (1491, 1195), (1491, 1212), (1446, 1212)]","{'Width': 45, 'Height': 17, 'Left': 1446, 'Top': 1195}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,45.0,horizontal,"(1468.5, 1203.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1150,train
THE,"[(719, 408), (724, 445), (695, 449), (690, 412)]","{'Width': 34, 'Height': 41, 'Left': 690, 'Top': 408}","(-7.4, 0.138, -7.4, 0.138)",29.27456234,37.33630941,vertical,"(707.0, 428.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,489,train
yourself,"[(3440, 533), (3471, 534), (3471, 551), (3440, 550)]","{'Width': 31, 'Height': 18, 'Left': 3440, 'Top': 533}","(-0.032, 1000.0, -0.032, 1000.0)",17.0,31.01612484,horizontal,"(3455.5, 542.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1362,train
Card,"[(1480, 1046), (1482, 1097), (1462, 1098), (1460, 1047)]","{'Width': 22, 'Height': 52, 'Left': 1460, 'Top': 1046}","(-25.5, 0.05, -25.5, 0.05)",20.02498439,51.03920062,vertical,"(1471.0, 1072.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1159,train
you,"[(3412, 532), (3427, 532), (3427, 550), (3412, 550)]","{'Width': 15, 'Height': 18, 'Left': 3412, 'Top': 532}","(-0.0, 1000.0, 0.0, 1000.0)",18.0,15.0,horizontal,"(3419.5, 541.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1354,train
OUR,"[(484, 202), (494, 223), (481, 229), (471, 209)]","{'Width': 23, 'Height': 27, 'Left': 471, 'Top': 202}","(-2.1, 0.462, -2.0, 0.538)",14.54132206,22.81004324,vertical,"(482.5, 215.75)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,740,train
will,"[(11, 157), (11, 195), (0, 195), (0, 157)]","{'Width': 11, 'Height': 38, 'Left': 0, 'Top': 157}","(1000.0, 0.0, 1000.0, -0.0)",11.0,38.0,vertical,"(5.5, 176.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,911,train
CLIFFS,"[(3429, 407), (3506, 399), (3509, 436), (3433, 444)]","{'Width': 80, 'Height': 45, 'Left': 3429, 'Top': 399}","(0.104, -12.333, 0.105, -9.25)",37.16850526,76.91718082,horizontal,"(3469.25, 421.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1359,train
PIE,"[(706, 1204), (737, 1204), (737, 1215), (706, 1215)]","{'Width': 31, 'Height': 11, 'Left': 706, 'Top': 1204}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,31.0,horizontal,"(721.5, 1209.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1055,train
GIT,"[(637, 48), (703, 168), (671, 185), (605, 65)]","{'Width': 98, 'Height': 137, 'Left': 605, 'Top': 48}","(-1.818, 0.531, -1.818, 0.531)",36.23534186,136.9525465,vertical,"(654.0, 116.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,753,train
Jacobsen,"[(1160, 281), (1139, 367), (1114, 360), (1135, 275)]","{'Width': 46, 'Height': 92, 'Left': 1114, 'Top': 275}","(4.095, -0.28, 4.048, -0.24)",25.83571512,88.04126433,vertical,"(1137.0, 320.75)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,89,train
MA,"[(949, 361), (948, 407), (929, 406), (930, 360)]","{'Width': 20, 'Height': 47, 'Left': 929, 'Top': 360}","(46.0, -0.053, 46.0, -0.053)",19.02629759,46.01086828,vertical,"(939.0, 383.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,210,train
808.80808,"[(2516, 1198), (2623, 1199), (2623, 1215), (2516, 1214)]","{'Width': 107, 'Height': 17, 'Left': 2516, 'Top': 1198}","(-0.009, 1000.0, -0.009, 1000.0)",16.0,107.0046728,horizontal,"(2569.5, 1206.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1283,train
grayson,"[(636, 200), (633, 295), (600, 294), (603, 199)]","{'Width': 36, 'Height': 96, 'Left': 600, 'Top': 199}","(31.667, -0.03, 31.667, -0.03)",33.01514804,95.04735662,vertical,"(618.0, 247.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,891,train
FIRST,"[(566, 250), (585, 288), (558, 302), (538, 264)]","{'Width': 47, 'Height': 52, 'Left': 538, 'Top': 250}","(-2.0, 0.519, -1.9, 0.5)",30.85938217,42.71355634,vertical,"(561.75, 276.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,747,train
How,"[(2091, 829), (2090, 874), (2048, 873), (2049, 828)]","{'Width': 43, 'Height': 46, 'Left': 2048, 'Top': 828}","(45.0, -0.024, 45.0, -0.024)",42.01190308,45.01110974,vertical,"(2069.5, 851.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1229,train
UNITED,"[(291, 450), (294, 507), (275, 508), (272, 451)]","{'Width': 22, 'Height': 58, 'Left': 272, 'Top': 450}","(-19.0, 0.053, -19.0, 0.053)",19.02629759,57.07889277,vertical,"(283.0, 479.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,447,train
.,"[(1407, 1184), (1416, 1184), (1416, 1203), (1407, 1203)]","{'Width': 9, 'Height': 19, 'Left': 1407, 'Top': 1184}","(-0.0, 1000.0, 0.0, 1000.0)",19.0,9.0,horizontal,"(1411.5, 1193.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1149,train
-,"[(887, 584), (887, 595), (870, 595), (870, 584)]","{'Width': 17, 'Height': 11, 'Left': 870, 'Top': 584}","(1000.0, 0.0, 1000.0, -0.0)",17.0,11.0,vertical,"(878.5, 589.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,67,train
WOODSON,"[(567, 78), (566, 159), (553, 159), (554, 78)]","{'Width': 14, 'Height': 81, 'Left': 553, 'Top': 78}","(81.0, 0.0, 81.0, -0.0)",13.0,81.0061726,vertical,"(560.0, 118.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,645,train
DUFRESNE,"[(358, 1092), (433, 1091), (433, 1118), (358, 1119)]","{'Width': 75, 'Height': 28, 'Left': 358, 'Top': 1091}","(0.013, 1000.0, 0.013, 1000.0)",27.0,75.00666637,horizontal,"(395.5, 1105.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1013,train
OF,"[(449, 391), (449, 423), (428, 423), (428, 391)]","{'Width': 21, 'Height': 32, 'Left': 428, 'Top': 391}","(1000.0, 0.0, 1000.0, -0.0)",21.0,32.0,vertical,"(438.5, 407.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,704,train
Barks,"[(2911, 934), (2906, 1014), (2874, 1012), (2879, 932)]","{'Width': 37, 'Height': 82, 'Left': 2874, 'Top': 932}","(16.0, -0.062, 16.0, -0.062)",32.06243908,80.15609771,vertical,"(2892.5, 973.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1319,train
