txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top,Label,image_path
CEMETERY,100,"[(455, 1221), (448, 1413), (414, 1412), (421, 1220)]","{'Width': 41, 'Height': 193, 'Left': 414, 'Top': 1220}","(27.429, -0.029, 27.429, -0.029)",34.0147027,192.1275618,vertical,"(434.5, 1316.5)","(1, 1)",414,1220,1,cropped_images_5\cropped_325.jpg
REFUGEE,100,"[(470, 198), (466, 318), (431, 317), (435, 197)]","{'Width': 39, 'Height': 121, 'Left': 431, 'Top': 197}","(30.0, -0.029, 30.0, -0.029)",35.0142828,120.0666482,vertical,"(450.5, 257.5)","(1, 1)",431,197,1,cropped_images_5\cropped_326.jpg
GRATZ,100,"[(469, 24), (465, 124), (449, 123), (453, 23)]","{'Width': 20, 'Height': 101, 'Left': 449, 'Top': 23}","(25.0, -0.062, 25.0, -0.062)",16.03121954,100.079968,vertical,"(459.0, 73.5)","(1, 1)",449,23,1,cropped_images_5\cropped_327.jpg
YOU,100,"[(493, 905), (492, 949), (460, 948), (461, 904)]","{'Width': 33, 'Height': 45, 'Left': 460, 'Top': 904}","(44.0, -0.031, 44.0, -0.031)",32.01562119,44.01136217,vertical,"(476.5, 926.5)","(1, 1)",460,904,1,cropped_images_5\cropped_328.jpg
LIKES,100,"[(495, 842), (493, 901), (461, 900), (463, 841)]","{'Width': 34, 'Height': 60, 'Left': 461, 'Top': 841}","(29.5, -0.031, 29.5, -0.031)",32.01562119,59.03388857,vertical,"(478.0, 871.0)","(1, 1)",461,841,1,cropped_images_5\cropped_329.jpg
JUST,100,"[(496, 790), (495, 837), (464, 836), (465, 789)]","{'Width': 32, 'Height': 48, 'Left': 464, 'Top': 789}","(47.0, -0.032, 47.0, -0.032)",31.01612484,47.01063709,vertical,"(480.0, 813.0)","(1, 1)",464,789,1,cropped_images_5\cropped_330.jpg
HE,100,"[(498, 756), (497, 786), (465, 785), (466, 755)]","{'Width': 33, 'Height': 31, 'Left': 465, 'Top': 755}","(30.0, -0.031, 30.0, -0.031)",32.01562119,30.01666204,vertical,"(481.5, 770.5)","(1, 1)",465,755,1,cropped_images_5\cropped_331.jpg
330,100,"[(506, 578), (506, 590), (466, 590), (466, 578)]","{'Width': 40, 'Height': 12, 'Left': 466, 'Top': 578}","(1000.0, 0.0, 1000.0, -0.0)",40.0,12.0,vertical,"(486.0, 584.0)","(1, 1)",466,578,1,cropped_images_5\cropped_332.jpg
MAYBE,100,"[(500, 680), (498, 750), (466, 749), (468, 679)]","{'Width': 34, 'Height': 71, 'Left': 466, 'Top': 679}","(35.0, -0.031, 35.0, -0.031)",32.01562119,70.0285656,vertical,"(483.0, 714.5)","(1, 1)",466,679,1,cropped_images_5\cropped_333.jpg
WOLTER,100,"[(508, 1434), (506, 1514), (475, 1513), (477, 1433)]","{'Width': 33, 'Height': 81, 'Left': 475, 'Top': 1433}","(40.0, -0.032, 40.0, -0.032)",31.01612484,80.02499609,vertical,"(491.5, 1473.5)","(1, 1)",475,1433,1,cropped_images_5\cropped_334.jpg
WHOLE,100,"[(511, 1310), (509, 1372), (478, 1371), (480, 1309)]","{'Width': 33, 'Height': 63, 'Left': 478, 'Top': 1309}","(31.0, -0.032, 31.0, -0.032)",31.01612484,62.03224968,vertical,"(494.5, 1340.5)","(1, 1)",478,1309,1,cropped_images_5\cropped_335.jpg
THING,100,"[(509, 1378), (507, 1439), (478, 1438), (479, 1377)]","{'Width': 31, 'Height': 62, 'Left': 478, 'Top': 1377}","(30.5, -0.034, 61.0, -0.033)",29.51694915,61.02048712,vertical,"(493.25, 1408.0)","(1, 1)",478,1377,1,cropped_images_5\cropped_336.jpg
THE,100,"[(512, 1272), (511, 1309), (480, 1308), (481, 1271)]","{'Width': 32, 'Height': 38, 'Left': 480, 'Top': 1271}","(37.0, -0.032, 37.0, -0.032)",31.01612484,37.01351105,vertical,"(496.0, 1290.0)","(1, 1)",480,1271,1,cropped_images_5\cropped_337.jpg
GRATZ,100,"[(520, 26), (519, 123), (503, 123), (504, 26)]","{'Width': 17, 'Height': 97, 'Left': 503, 'Top': 26}","(97.0, 0.0, 97.0, -0.0)",16.0,97.0051545,vertical,"(511.5, 74.5)","(1, 1)",503,26,1,cropped_images_5\cropped_338.jpg
YOU,100,"[(542, 908), (541, 947), (510, 946), (511, 907)]","{'Width': 32, 'Height': 40, 'Left': 510, 'Top': 907}","(39.0, -0.032, 39.0, -0.032)",31.01612484,39.01281841,vertical,"(526.0, 927.0)","(1, 1)",510,907,1,cropped_images_5\cropped_339.jpg
LIKES,100,"[(543, 849), (542, 905), (511, 904), (512, 848)]","{'Width': 32, 'Height': 57, 'Left': 511, 'Top': 848}","(56.0, -0.032, 56.0, -0.032)",31.01612484,56.00892786,vertical,"(527.0, 876.5)","(1, 1)",511,848,1,cropped_images_5\cropped_340.jpg
HE,100,"[(545, 773), (544, 797), (513, 796), (514, 772)]","{'Width': 32, 'Height': 25, 'Left': 513, 'Top': 772}","(24.0, -0.032, 24.0, -0.032)",31.01612484,24.0208243,vertical,"(529.0, 784.5)","(1, 1)",513,772,1,cropped_images_5\cropped_341.jpg
JUST,100,"[(544, 800), (543, 844), (513, 843), (514, 799)]","{'Width': 31, 'Height': 45, 'Left': 513, 'Top': 799}","(44.0, -0.033, 44.0, -0.033)",30.01666204,44.01136217,vertical,"(528.5, 821.5)","(1, 1)",513,799,1,cropped_images_5\cropped_342.jpg
MAYBE,100,"[(547, 702), (545, 764), (514, 763), (516, 701)]","{'Width': 33, 'Height': 63, 'Left': 514, 'Top': 701}","(31.0, -0.032, 31.0, -0.032)",31.01612484,62.03224968,vertical,"(530.5, 732.5)","(1, 1)",514,701,1,cropped_images_5\cropped_343.jpg
0,100,"[(528, 623), (528, 634), (519, 634), (519, 623)]","{'Width': 9, 'Height': 11, 'Left': 519, 'Top': 623}","(1000.0, 0.0, 1000.0, -0.0)",9.0,11.0,vertical,"(523.5, 628.5)","(1, 1)",519,623,1,cropped_images_5\cropped_344.jpg
TOGETHER,100,"[(564, 1438), (562, 1516), (531, 1515), (533, 1437)]","{'Width': 33, 'Height': 79, 'Left': 531, 'Top': 1437}","(39.0, -0.032, 39.0, -0.032)",31.01612484,78.02563681,vertical,"(547.5, 1476.5)","(1, 1)",531,1437,1,cropped_images_5\cropped_345.jpg
THING,100,"[(566, 1377), (564, 1439), (533, 1438), (535, 1376)]","{'Width': 33, 'Height': 63, 'Left': 533, 'Top': 1376}","(31.0, -0.032, 31.0, -0.032)",31.01612484,62.03224968,vertical,"(549.5, 1407.5)","(1, 1)",533,1376,1,cropped_images_5\cropped_346.jpg
WHOLE,100,"[(568, 1310), (566, 1373), (535, 1372), (537, 1309)]","{'Width': 33, 'Height': 64, 'Left': 535, 'Top': 1309}","(31.5, -0.032, 31.5, -0.032)",31.01612484,63.03173804,vertical,"(551.5, 1341.0)","(1, 1)",535,1309,1,cropped_images_5\cropped_347.jpg
REFUGEE,100,"[(577, 199), (571, 322), (537, 320), (543, 197)]","{'Width': 40, 'Height': 125, 'Left': 537, 'Top': 197}","(20.5, -0.059, 20.5, -0.059)",34.05877273,123.1462545,vertical,"(557.0, 259.5)","(1, 1)",537,197,1,cropped_images_5\cropped_348.jpg
THE,100,"[(569, 1273), (568, 1309), (537, 1308), (538, 1272)]","{'Width': 32, 'Height': 37, 'Left': 537, 'Top': 1272}","(36.0, -0.032, 36.0, -0.032)",31.01612484,36.01388621,vertical,"(553.0, 1290.5)","(1, 1)",537,1272,1,cropped_images_5\cropped_349.jpg
L,100,"[(552, 624), (552, 634), (545, 634), (545, 624)]","{'Width': 7, 'Height': 10, 'Left': 545, 'Top': 624}","(1000.0, 0.0, 1000.0, -0.0)",7.0,10.0,vertical,"(548.5, 629.0)","(1, 1)",545,624,1,cropped_images_5\cropped_350.jpg
GRATZ,100,"[(576, 28), (571, 124), (555, 123), (560, 27)]","{'Width': 21, 'Height': 97, 'Left': 555, 'Top': 27}","(19.2, -0.062, 19.2, -0.062)",16.03121954,96.13012015,vertical,"(565.5, 75.5)","(1, 1)",555,27,1,cropped_images_5\cropped_351.jpg
YOU,100,"[(589, 905), (588, 946), (556, 945), (557, 904)]","{'Width': 33, 'Height': 42, 'Left': 556, 'Top': 904}","(41.0, -0.031, 41.0, -0.031)",32.01562119,41.01219331,vertical,"(572.5, 925.0)","(1, 1)",556,904,1,cropped_images_5\cropped_352.jpg
LIKES,100,"[(591, 847), (589, 902), (557, 901), (559, 846)]","{'Width': 34, 'Height': 56, 'Left': 557, 'Top': 846}","(27.5, -0.031, 27.5, -0.031)",32.01562119,55.03635162,vertical,"(574.0, 874.0)","(1, 1)",557,846,1,cropped_images_5\cropped_353.jpg
JUST,100,"[(592, 799), (591, 843), (559, 842), (560, 798)]","{'Width': 33, 'Height': 45, 'Left': 559, 'Top': 798}","(44.0, -0.031, 44.0, -0.031)",32.01562119,44.01136217,vertical,"(575.5, 820.5)","(1, 1)",559,798,1,cropped_images_5\cropped_354.jpg
HE,100,"[(593, 770), (592, 797), (560, 796), (561, 769)]","{'Width': 33, 'Height': 28, 'Left': 560, 'Top': 769}","(27.0, -0.031, 27.0, -0.031)",32.01562119,27.01851217,vertical,"(576.5, 783.0)","(1, 1)",560,769,1,cropped_images_5\cropped_355.jpg
MAYBE,100,"[(595, 701), (593, 763), (561, 762), (563, 700)]","{'Width': 34, 'Height': 63, 'Left': 561, 'Top': 700}","(31.0, -0.031, 31.0, -0.031)",32.01562119,62.03224968,vertical,"(578.0, 731.5)","(1, 1)",561,700,1,cropped_images_5\cropped_356.jpg
TOGETHER,100,"[(618, 1438), (616, 1515), (587, 1514), (589, 1437)]","{'Width': 31, 'Height': 78, 'Left': 587, 'Top': 1437}","(38.5, -0.034, 38.5, -0.034)",29.01723626,77.02596965,vertical,"(602.5, 1476.0)","(1, 1)",587,1437,1,cropped_images_5\cropped_357.jpg
REFUCES,100,"[(629, 202), (626, 317), (589, 316), (592, 201)]","{'Width': 40, 'Height': 116, 'Left': 589, 'Top': 201}","(38.333, -0.027, 38.333, -0.027)",37.01351105,115.0391238,vertical,"(609.0, 259.0)","(1, 1)",589,201,1,cropped_images_5\cropped_358.jpg
THING,100,"[(620, 1379), (618, 1438), (589, 1437), (591, 1378)]","{'Width': 31, 'Height': 60, 'Left': 589, 'Top': 1378}","(29.5, -0.034, 29.5, -0.034)",29.01723626,59.03388857,vertical,"(604.5, 1408.0)","(1, 1)",589,1378,1,cropped_images_5\cropped_359.jpg
WHOLE,100,"[(622, 1312), (620, 1379), (591, 1378), (593, 1311)]","{'Width': 31, 'Height': 68, 'Left': 591, 'Top': 1311}","(33.5, -0.034, 33.5, -0.034)",29.01723626,67.0298441,vertical,"(606.5, 1345.0)","(1, 1)",591,1311,1,cropped_images_5\cropped_360.jpg
3,100,"[(599, 622), (599, 631), (592, 631), (592, 622)]","{'Width': 7, 'Height': 9, 'Left': 592, 'Top': 622}","(1000.0, 0.0, 1000.0, -0.0)",7.0,9.0,vertical,"(595.5, 626.5)","(1, 1)",592,622,1,cropped_images_5\cropped_361.jpg
THE,100,"[(623, 1275), (622, 1312), (593, 1311), (594, 1274)]","{'Width': 30, 'Height': 38, 'Left': 593, 'Top': 1274}","(37.0, -0.034, 37.0, -0.034)",29.01723626,37.01351105,vertical,"(608.0, 1293.0)","(1, 1)",593,1274,1,cropped_images_5\cropped_362.jpg
Justyce,100,"[(640, 805), (636, 910), (609, 909), (613, 804)]","{'Width': 31, 'Height': 106, 'Left': 609, 'Top': 804}","(26.25, -0.037, 26.25, -0.037)",27.01851217,105.0761629,vertical,"(624.5, 857.0)","(1, 1)",609,804,1,cropped_images_5\cropped_363.jpg
GRATZ,100,"[(632, 32), (627, 130), (612, 129), (617, 31)]","{'Width': 20, 'Height': 99, 'Left': 612, 'Top': 31}","(19.6, -0.067, 19.6, -0.067)",15.03329638,98.12746812,vertical,"(622.0, 80.5)","(1, 1)",612,31,1,cropped_images_5\cropped_364.jpg
Dear,100,"[(644, 710), (641, 793), (614, 792), (617, 709)]","{'Width': 30, 'Height': 84, 'Left': 614, 'Top': 709}","(27.667, -0.037, 27.667, -0.037)",27.01851217,83.05419917,vertical,"(629.0, 751.0)","(1, 1)",614,709,1,cropped_images_5\cropped_365.jpg
STONE,100,"[(643, 613), (641, 673), (626, 673), (628, 613)]","{'Width': 17, 'Height': 60, 'Left': 626, 'Top': 613}","(30.0, 0.0, 30.0, -0.0)",15.0,60.03332408,vertical,"(634.5, 643.0)","(1, 1)",626,613,1,cropped_images_5\cropped_366.jpg
NIC,100,"[(644, 576), (643, 608), (628, 608), (629, 576)]","{'Width': 16, 'Height': 32, 'Left': 628, 'Top': 576}","(32.0, 0.0, 32.0, -0.0)",15.0,32.01562119,vertical,"(636.0, 592.0)","(1, 1)",628,576,1,cropped_images_5\cropped_367.jpg
TIGLIAR,100,"[(677, 1441), (674, 1515), (643, 1514), (646, 1440)]","{'Width': 34, 'Height': 75, 'Left': 643, 'Top': 1440}","(24.667, -0.032, 24.667, -0.032)",31.01612484,74.06078585,vertical,"(660.0, 1477.5)","(1, 1)",643,1440,1,cropped_images_5\cropped_368.jpg
THING,100,"[(679, 1383), (677, 1443), (647, 1442), (649, 1382)]","{'Width': 32, 'Height': 61, 'Left': 647, 'Top': 1382}","(30.0, -0.033, 30.0, -0.033)",30.01666204,60.03332408,vertical,"(663.0, 1412.5)","(1, 1)",647,1382,1,cropped_images_5\cropped_369.jpg
WHOLE,100,"[(682, 1317), (680, 1379), (649, 1378), (651, 1316)]","{'Width': 33, 'Height': 63, 'Left': 649, 'Top': 1316}","(31.0, -0.032, 31.0, -0.032)",31.01612484,62.03224968,vertical,"(665.5, 1347.5)","(1, 1)",649,1316,1,cropped_images_5\cropped_370.jpg
THE,100,"[(683, 1279), (682, 1314), (652, 1313), (653, 1278)]","{'Width': 31, 'Height': 36, 'Left': 652, 'Top': 1278}","(35.0, -0.033, 35.0, -0.033)",30.01666204,35.0142828,vertical,"(667.5, 1296.0)","(1, 1)",652,1278,1,cropped_images_5\cropped_371.jpg
SHARE,100,"[(686, 1215), (684, 1267), (653, 1266), (655, 1214)]","{'Width': 33, 'Height': 53, 'Left': 653, 'Top': 1214}","(26.0, -0.032, 26.0, -0.032)",31.01612484,52.03844733,vertical,"(669.5, 1240.5)","(1, 1)",653,1214,1,cropped_images_5\cropped_372.jpg
GRATZ,100,"[(685, 28), (679, 131), (662, 130), (668, 27)]","{'Width': 23, 'Height': 104, 'Left': 662, 'Top': 27}","(17.167, -0.059, 17.167, -0.059)",17.02938637,103.1746093,vertical,"(673.5, 79.0)","(1, 1)",662,27,1,cropped_images_5\cropped_373.jpg
Justyce,100,"[(699, 809), (694, 916), (668, 915), (673, 808)]","{'Width': 31, 'Height': 108, 'Left': 668, 'Top': 808}","(21.4, -0.038, 21.4, -0.038)",26.01922366,107.1167587,vertical,"(683.5, 862.0)","(1, 1)",668,808,1,cropped_images_5\cropped_374.jpg
Dear,100,"[(703, 715), (699, 798), (673, 797), (677, 714)]","{'Width': 30, 'Height': 84, 'Left': 673, 'Top': 714}","(20.75, -0.038, 20.75, -0.038)",26.01922366,83.09632964,vertical,"(688.0, 756.0)","(1, 1)",673,714,1,cropped_images_5\cropped_375.jpg
STONE,100,"[(702, 617), (700, 678), (685, 677), (687, 616)]","{'Width': 17, 'Height': 62, 'Left': 685, 'Top': 616}","(30.5, -0.067, 30.5, -0.067)",15.03329638,61.03277808,vertical,"(693.5, 647.0)","(1, 1)",685,616,1,cropped_images_5\cropped_376.jpg
NIC,100,"[(704, 580), (703, 612), (688, 611), (689, 579)]","{'Width': 16, 'Height': 33, 'Left': 688, 'Top': 579}","(32.0, -0.067, 32.0, -0.067)",15.03329638,32.01562119,vertical,"(696.0, 595.5)","(1, 1)",688,579,1,cropped_images_5\cropped_377.jpg
WHOLE,100,"[(738, 1318), (734, 1382), (705, 1380), (709, 1316)]","{'Width': 33, 'Height': 66, 'Left': 705, 'Top': 1316}","(16.0, -0.069, 16.0, -0.069)",29.06888371,64.12487817,vertical,"(721.5, 1349.0)","(1, 1)",705,1316,1,cropped_images_5\cropped_378.jpg
THE,100,"[(740, 1281), (738, 1317), (709, 1315), (711, 1279)]","{'Width': 31, 'Height': 38, 'Left': 709, 'Top': 1279}","(18.0, -0.069, 18.0, -0.069)",29.06888371,36.05551275,vertical,"(724.5, 1298.0)","(1, 1)",709,1279,1,cropped_images_5\cropped_379.jpg
Justyce,100,"[(754, 808), (749, 913), (724, 912), (729, 807)]","{'Width': 30, 'Height': 106, 'Left': 724, 'Top': 807}","(21.0, -0.04, 21.0, -0.04)",25.01999201,105.1189802,vertical,"(739.0, 860.0)","(1, 1)",724,807,1,cropped_images_5\cropped_380.jpg
Dear,100,"[(758, 713), (754, 795), (729, 794), (733, 712)]","{'Width': 29, 'Height': 83, 'Left': 729, 'Top': 712}","(20.5, -0.04, 20.5, -0.04)",25.01999201,82.09750301,vertical,"(743.5, 753.5)","(1, 1)",729,712,1,cropped_images_5\cropped_381.jpg
STONE,100,"[(758, 615), (756, 676), (741, 675), (743, 614)]","{'Width': 17, 'Height': 62, 'Left': 741, 'Top': 614}","(30.5, -0.067, 30.5, -0.067)",15.03329638,61.03277808,vertical,"(749.5, 645.0)","(1, 1)",741,614,1,cropped_images_5\cropped_382.jpg
NIC,100,"[(760, 578), (759, 609), (743, 608), (744, 577)]","{'Width': 17, 'Height': 32, 'Left': 743, 'Top': 577}","(31.0, -0.062, 31.0, -0.062)",16.03121954,31.01612484,vertical,"(751.5, 593.0)","(1, 1)",743,577,1,cropped_images_5\cropped_383.jpg
REFUGEE,100,"[(794, 205), (787, 325), (754, 323), (761, 203)]","{'Width': 40, 'Height': 122, 'Left': 754, 'Top': 203}","(17.143, -0.061, 17.143, -0.061)",33.06055051,120.2039933,vertical,"(774.0, 264.0)","(1, 1)",754,203,1,cropped_images_5\cropped_384.jpg
THIN,100,"[(790, 1380), (788, 1421), (757, 1420), (759, 1379)]","{'Width': 33, 'Height': 42, 'Left': 757, 'Top': 1379}","(20.5, -0.032, 20.5, -0.032)",31.01612484,41.0487515,vertical,"(773.5, 1400.0)","(1, 1)",757,1379,1,cropped_images_5\cropped_385.jpg
WHOLE,100,"[(793, 1313), (790, 1379), (759, 1378), (762, 1312)]","{'Width': 34, 'Height': 67, 'Left': 759, 'Top': 1312}","(22.0, -0.032, 22.0, -0.032)",31.01612484,66.06814664,vertical,"(776.0, 1345.5)","(1, 1)",759,1312,1,cropped_images_5\cropped_386.jpg
THE,100,"[(795, 1275), (794, 1312), (762, 1311), (763, 1274)]","{'Width': 33, 'Height': 38, 'Left': 762, 'Top': 1274}","(37.0, -0.031, 37.0, -0.031)",32.01562119,37.01351105,vertical,"(778.5, 1293.0)","(1, 1)",762,1274,1,cropped_images_5\cropped_387.jpg
GRATZ,100,"[(794, 32), (789, 130), (772, 129), (777, 31)]","{'Width': 22, 'Height': 99, 'Left': 772, 'Top': 31}","(19.6, -0.059, 19.6, -0.059)",17.02938637,98.12746812,vertical,"(783.0, 80.5)","(1, 1)",772,31,1,cropped_images_5\cropped_388.jpg
Justyce,100,"[(811, 807), (806, 916), (779, 915), (784, 806)]","{'Width': 32, 'Height': 110, 'Left': 779, 'Top': 806}","(21.8, -0.037, 21.8, -0.037)",27.01851217,109.1146186,vertical,"(795.0, 861.0)","(1, 1)",779,806,1,cropped_images_5\cropped_389.jpg
Dear,100,"[(815, 714), (811, 797), (784, 796), (788, 713)]","{'Width': 31, 'Height': 84, 'Left': 784, 'Top': 713}","(20.75, -0.037, 20.75, -0.037)",27.01851217,83.09632964,vertical,"(799.5, 755.0)","(1, 1)",784,713,1,cropped_images_5\cropped_390.jpg
STONE,100,"[(814, 616), (812, 677), (796, 676), (798, 615)]","{'Width': 18, 'Height': 62, 'Left': 796, 'Top': 615}","(30.5, -0.062, 30.5, -0.062)",16.03121954,61.03277808,vertical,"(805.0, 646.0)","(1, 1)",796,615,1,cropped_images_5\cropped_391.jpg
NIC,100,"[(816, 579), (815, 611), (798, 610), (799, 578)]","{'Width': 18, 'Height': 33, 'Left': 798, 'Top': 578}","(32.0, -0.059, 32.0, -0.059)",17.02938637,32.01562119,vertical,"(807.0, 594.5)","(1, 1)",798,578,1,cropped_images_5\cropped_392.jpg
THING,100,"[(843, 1382), (841, 1437), (812, 1436), (814, 1381)]","{'Width': 31, 'Height': 56, 'Left': 812, 'Top': 1381}","(27.5, -0.034, 27.5, -0.034)",29.01723626,55.03635162,vertical,"(827.5, 1409.0)","(1, 1)",812,1381,1,cropped_images_5\cropped_393.jpg
WHOLE,100,"[(846, 1316), (843, 1376), (814, 1375), (817, 1315)]","{'Width': 32, 'Height': 61, 'Left': 814, 'Top': 1315}","(20.0, -0.034, 20.0, -0.034)",29.01723626,60.07495318,vertical,"(830.0, 1345.5)","(1, 1)",814,1315,1,cropped_images_5\cropped_394.jpg
THE,100,"[(848, 1278), (846, 1315), (816, 1314), (818, 1277)]","{'Width': 32, 'Height': 38, 'Left': 816, 'Top': 1277}","(18.5, -0.033, 18.5, -0.033)",30.01666204,37.05401463,vertical,"(832.0, 1296.0)","(1, 1)",816,1277,1,cropped_images_5\cropped_395.jpg
REFUGEE,100,"[(867, 175), (858, 311), (820, 308), (828, 173)]","{'Width': 47, 'Height': 138, 'Left': 820, 'Top': 173}","(15.111, -0.079, 16.875, -0.051)",38.58474274,135.767149,vertical,"(843.25, 241.75)","(1, 1)",820,173,1,cropped_images_5\cropped_396.jpg
Justyce,100,"[(853, 811), (848, 889), (827, 888), (832, 810)]","{'Width': 26, 'Height': 79, 'Left': 827, 'Top': 810}","(15.6, -0.048, 15.6, -0.048)",21.02379604,78.16009212,vertical,"(840.0, 849.5)","(1, 1)",827,810,1,cropped_images_5\cropped_397.jpg
Dear,100,"[(857, 742), (853, 802), (832, 801), (836, 741)]","{'Width': 25, 'Height': 61, 'Left': 832, 'Top': 741}","(15.0, -0.048, 15.0, -0.048)",21.02379604,60.13318551,vertical,"(844.5, 771.5)","(1, 1)",832,741,1,cropped_images_5\cropped_398.jpg
STONE,100,"[(857, 626), (855, 681), (842, 680), (844, 625)]","{'Width': 15, 'Height': 56, 'Left': 842, 'Top': 625}","(27.5, -0.077, 27.5, -0.077)",13.03840481,55.03635162,vertical,"(849.5, 653.0)","(1, 1)",842,625,1,cropped_images_5\cropped_399.jpg
NIC,100,"[(859, 591), (858, 622), (844, 621), (845, 590)]","{'Width': 15, 'Height': 32, 'Left': 844, 'Top': 590}","(31.0, -0.071, 31.0, -0.071)",14.03566885,31.01612484,vertical,"(851.5, 606.0)","(1, 1)",844,590,1,cropped_images_5\cropped_400.jpg
RATZ,100,"[(867, 10), (862, 92), (846, 91), (851, 9)]","{'Width': 21, 'Height': 83, 'Left': 846, 'Top': 9}","(16.4, -0.062, 16.4, -0.062)",16.03121954,82.15229759,vertical,"(856.5, 50.5)","(1, 1)",846,9,1,cropped_images_5\cropped_401.jpg
Justyce,100,"[(888, 811), (884, 889), (865, 888), (869, 810)]","{'Width': 23, 'Height': 79, 'Left': 865, 'Top': 810}","(19.5, -0.053, 19.5, -0.053)",19.02629759,78.10249676,vertical,"(876.5, 849.5)","(1, 1)",865,810,1,cropped_images_5\cropped_402.jpg
Dear,100,"[(892, 742), (889, 802), (870, 801), (873, 741)]","{'Width': 22, 'Height': 61, 'Left': 870, 'Top': 741}","(20.0, -0.053, 20.0, -0.053)",19.02629759,60.07495318,vertical,"(881.0, 771.5)","(1, 1)",870,741,1,cropped_images_5\cropped_403.jpg
WHOLE,100,"[(907, 1312), (904, 1376), (875, 1375), (878, 1311)]","{'Width': 32, 'Height': 65, 'Left': 875, 'Top': 1311}","(21.333, -0.034, 21.333, -0.034)",29.01723626,64.07027392,vertical,"(891.0, 1343.5)","(1, 1)",875,1311,1,cropped_images_5\cropped_404.jpg
STONE,100,"[(894, 625), (891, 682), (877, 681), (880, 624)]","{'Width': 17, 'Height': 58, 'Left': 877, 'Top': 624}","(19.0, -0.071, 19.0, -0.071)",14.03566885,57.07889277,vertical,"(885.5, 653.0)","(1, 1)",877,624,1,cropped_images_5\cropped_405.jpg
THE,100,"[(909, 1274), (907, 1313), (877, 1312), (879, 1273)]","{'Width': 32, 'Height': 40, 'Left': 877, 'Top': 1273}","(19.5, -0.033, 19.5, -0.033)",30.01666204,39.05124838,vertical,"(893.0, 1293.0)","(1, 1)",877,1273,1,cropped_images_5\cropped_406.jpg
NIC,100,"[(896, 591), (895, 623), (880, 622), (881, 590)]","{'Width': 16, 'Height': 33, 'Left': 880, 'Top': 590}","(32.0, -0.067, 32.0, -0.067)",15.03329638,32.01562119,vertical,"(888.0, 606.5)","(1, 1)",880,590,1,cropped_images_5\cropped_407.jpg
Moon,100,"[(922, 291), (915, 365), (894, 363), (900, 289)]","{'Width': 28, 'Height': 76, 'Left': 894, 'Top': 289}","(10.571, -0.095, 12.333, -0.091)",21.59287257,74.28659425,vertical,"(907.75, 327.0)","(1, 1)",894,289,1,cropped_images_5\cropped_408.jpg
Cicada,100,"[(931, 179), (922, 277), (901, 275), (910, 177)]","{'Width': 30, 'Height': 100, 'Left': 901, 'Top': 177}","(10.889, -0.095, 10.889, -0.095)",21.09502311,98.41239759,vertical,"(916.0, 227.0)","(1, 1)",901,177,1,cropped_images_5\cropped_409.jpg
Full,100,"[(937, 120), (933, 170), (911, 168), (915, 118)]","{'Width': 26, 'Height': 52, 'Left': 911, 'Top': 118}","(12.5, -0.091, 12.5, -0.091)",22.09072203,50.15974482,vertical,"(924.0, 144.0)","(1, 1)",911,118,1,cropped_images_5\cropped_410.jpg
GIFT,100,"[(946, 725), (943, 771), (918, 770), (920, 724)]","{'Width': 28, 'Height': 47, 'Left': 918, 'Top': 724}","(15.333, -0.04, 23.0, -0.038)",25.51960783,46.07059001,vertical,"(931.75, 747.5)","(1, 1)",918,724,1,cropped_images_5\cropped_411.jpg
A,100,"[(947, 704), (946, 719), (920, 718), (921, 703)]","{'Width': 27, 'Height': 16, 'Left': 920, 'Top': 703}","(15.0, -0.038, 15.0, -0.038)",26.01922366,15.03329638,vertical,"(933.5, 711.0)","(1, 1)",920,703,1,cropped_images_5\cropped_412.jpg
IS,100,"[(949, 678), (948, 700), (921, 698), (922, 677)]","{'Width': 28, 'Height': 23, 'Left': 921, 'Top': 677}","(22.0, -0.074, 21.0, -0.037)",27.04624246,21.52325579,vertical,"(935.0, 688.25)","(1, 1)",921,677,1,cropped_images_5\cropped_413.jpg
