txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top,Label
FIRST,100,"[(500, 155), (497, 231), (472, 230), (475, 154)]","{'Width': 28, 'Height': 77, 'Left': 472, 'Top': 154}","(25.333, -0.04, 25.333, -0.04)",25.01999201,76.05918748,vertical,"(486.0, 192.5)","(2, 1)",472,154.0,1.0
23,100,"[(503, 74), (502, 112), (476, 111), (477, 73)]","{'Width': 27, 'Height': 39, 'Left': 476, 'Top': 73}","(38.0, -0.038, 38.0, -0.038)",26.01922366,38.01315562,vertical,"(489.5, 92.5)","(2, 1)",476,73.0,0.0
PUNK,100,"[(539, 329), (534, 393), (513, 391), (518, 327)]","{'Width': 26, 'Height': 66, 'Left': 513, 'Top': 327}","(12.8, -0.095, 12.8, -0.095)",21.09502311,64.19501538,vertical,"(526.0, 360.0)","(2, 1)",513,327.0,1.0
-,100,"[(539, 312), (538, 326), (518, 324), (519, 311)]","{'Width': 21, 'Height': 15, 'Left': 518, 'Top': 311}","(14.0, -0.1, 13.0, -0.05)",20.06236782,13.53703683,vertical,"(528.5, 318.25)","(2, 1)",518,311.0,0.0
RULE,100,"[(544, 253), (540, 310), (519, 308), (523, 251)]","{'Width': 25, 'Height': 59, 'Left': 519, 'Top': 251}","(14.25, -0.095, 14.25, -0.095)",21.09502311,57.14017851,vertical,"(531.5, 280.5)","(2, 1)",519,251.0,1.0
FIRST,100,"[(550, 175), (545, 246), (524, 244), (529, 173)]","{'Width': 26, 'Height': 73, 'Left': 524, 'Top': 173}","(14.2, -0.095, 14.2, -0.095)",21.09502311,71.1758386,vertical,"(537.0, 209.5)","(2, 1)",524,173.0,1.0
POLL,100,"[(544, 88), (542, 133), (531, 132), (533, 87)]","{'Width': 13, 'Height': 46, 'Left': 531, 'Top': 87}","(22.5, -0.091, 22.5, -0.091)",11.04536102,45.04442252,vertical,"(537.5, 110.0)","(2, 1)",531,87.0,0.0
Chain,100,"[(560, 90), (559, 128), (548, 128), (549, 90)]","{'Width': 12, 'Height': 38, 'Left': 548, 'Top': 90}","(38.0, 0.0, 38.0, -0.0)",11.0,38.01315562,vertical,"(554.0, 109.0)","(2, 1)",548,90.0,0.0
C,100,"[(558, 128), (558, 136), (548, 136), (548, 128)]","{'Width': 10, 'Height': 8, 'Left': 548, 'Top': 128}","(1000.0, 0.0, 1000.0, -0.0)",10.0,8,vertical,"(553.0, 132.0)","(2, 1)",548,128.0,1.0
PUNK,100,"[(593, 314), (589, 378), (566, 376), (570, 313)]","{'Width': 27, 'Height': 65, 'Left': 566, 'Top': 313}","(16.0, -0.087, 15.75, -0.043)",23.05426081,63.62586729,vertical,"(579.5, 345.25)","(2, 1)",566,313.0,1.0
-,100,"[(594, 296), (593, 311), (570, 310), (571, 295)]","{'Width': 24, 'Height': 16, 'Left': 570, 'Top': 295}","(15.0, -0.043, 15.0, -0.043)",23.02172887,15.03329638,vertical,"(582.0, 303.0)","(2, 1)",570,295.0,0.0
RULE,100,"[(598, 235), (594, 296), (571, 294), (575, 234)]","{'Width': 27, 'Height': 62, 'Left': 571, 'Top': 234}","(15.25, -0.087, 15.0, -0.043)",23.05426081,60.63209619,vertical,"(584.5, 264.75)","(2, 1)",571,234.0,1.0
FIRST,100,"[(604, 155), (599, 228), (575, 226), (580, 153)]","{'Width': 29, 'Height': 75, 'Left': 575, 'Top': 153}","(14.6, -0.083, 14.6, -0.083)",24.08318916,73.17103252,vertical,"(589.5, 190.5)","(2, 1)",575,153.0,1.0
*,100,"[(604, 137), (603, 151), (580, 150), (581, 136)]","{'Width': 24, 'Height': 15, 'Left': 580, 'Top': 136}","(14.0, -0.043, 14.0, -0.043)",23.02172887,14.03566885,vertical,"(592.0, 143.5)","(2, 1)",580,136.0,0.0
PUNK,100,"[(655, 321), (651, 385), (626, 383), (630, 319)]","{'Width': 29, 'Height': 66, 'Left': 626, 'Top': 319}","(16.0, -0.08, 16.0, -0.08)",25.07987241,64.12487817,vertical,"(640.5, 352.0)","(2, 1)",626,319.0,1.0
RULE,100,"[(661, 243), (657, 304), (632, 302), (636, 241)]","{'Width': 29, 'Height': 63, 'Left': 632, 'Top': 241}","(15.25, -0.08, 15.25, -0.08)",25.07987241,61.13100686,vertical,"(646.5, 272.5)","(2, 1)",632,241.0,1.0
FIRST,100,"[(667, 160), (662, 237), (636, 235), (641, 158)]","{'Width': 31, 'Height': 79, 'Left': 636, 'Top': 158}","(15.4, -0.077, 15.4, -0.077)",26.07680962,77.1621669,vertical,"(651.5, 197.5)","(2, 1)",636,158.0,1.0
FREE,100,"[(718, 292), (713, 363), (677, 360), (682, 289)]","{'Width': 41, 'Height': 74, 'Left': 677, 'Top': 289}","(14.2, -0.083, 14.2, -0.083)",36.12478374,71.1758386,vertical,"(697.5, 326.0)","(2, 1)",677,289.0,1.0
NOT,100,"[(722, 227), (717, 289), (683, 286), (687, 224)]","{'Width': 39, 'Height': 65, 'Left': 683, 'Top': 224}","(12.4, -0.088, 15.5, -0.086)",34.63021624,62.16509221,vertical,"(702.25, 256.5)","(2, 1)",683,224.0,1.0
ARE,100,"[(727, 163), (723, 221), (687, 218), (691, 160)]","{'Width': 40, 'Height': 61, 'Left': 687, 'Top': 160}","(14.5, -0.083, 14.5, -0.083)",36.12478374,58.13776741,vertical,"(707.0, 190.5)","(2, 1)",687,160.0,1.0
WE,100,"[(731, 112), (727, 161), (691, 158), (695, 109)]","{'Width': 40, 'Height': 52, 'Left': 691, 'Top': 109}","(12.25, -0.083, 12.25, -0.083)",36.12478374,49.16299421,vertical,"(711.0, 135.0)","(2, 1)",691,109.0,1.0
FREE,100,"[(772, 294), (766, 363), (728, 360), (734, 291)]","{'Width': 44, 'Height': 72, 'Left': 728, 'Top': 291}","(11.5, -0.079, 11.5, -0.079)",38.11823711,69.26037828,vertical,"(750.0, 327.0)","(2, 1)",728,291.0,1.0
NOT,100,"[(778, 227), (773, 289), (735, 286), (740, 224)]","{'Width': 43, 'Height': 65, 'Left': 735, 'Top': 224}","(12.4, -0.079, 12.4, -0.079)",38.11823711,62.20128616,vertical,"(756.5, 256.5)","(2, 1)",735,224.0,1.0
ARE,100,"[(784, 162), (779, 221), (740, 218), (745, 159)]","{'Width': 44, 'Height': 62, 'Left': 740, 'Top': 159}","(11.8, -0.077, 11.8, -0.077)",39.11521443,59.21148537,vertical,"(762.0, 190.0)","(2, 1)",740,159.0,1.0
WE,100,"[(787, 112), (783, 158), (745, 155), (749, 109)]","{'Width': 42, 'Height': 49, 'Left': 745, 'Top': 109}","(11.5, -0.079, 11.5, -0.079)",38.11823711,46.17358552,vertical,"(766.0, 133.5)","(2, 1)",745,109.0,1.0
FREE,100,"[(833, 310), (825, 396), (782, 392), (790, 306)]","{'Width': 51, 'Height': 90, 'Left': 782, 'Top': 306}","(10.75, -0.093, 10.75, -0.093)",43.18564576,86.37129153,vertical,"(807.5, 351.0)","(2, 1)",782,306.0,1.0
NOT,100,"[(841, 227), (834, 304), (791, 300), (798, 223)]","{'Width': 50, 'Height': 81, 'Left': 791, 'Top': 223}","(11.0, -0.093, 11.0, -0.093)",43.18564576,77.31752712,vertical,"(816.0, 263.5)","(2, 1)",791,223.0,1.0
ARE,100,"[(848, 145), (841, 220), (798, 216), (805, 141)]","{'Width': 50, 'Height': 79, 'Left': 798, 'Top': 141}","(10.714, -0.093, 10.714, -0.093)",43.18564576,75.32595834,vertical,"(823.0, 180.5)","(2, 1)",798,141.0,1.0
WE,100,"[(854, 81), (848, 140), (806, 136), (811, 77)]","{'Width': 48, 'Height': 63, 'Left': 806, 'Top': 77}","(9.833, -0.095, 11.8, -0.093)",42.68784599,59.25789269,vertical,"(829.75, 108.5)","(2, 1)",806,77.0,1.0
East,100,"[(887, 336), (881, 391), (853, 387), (859, 333)]","{'Width': 34, 'Height': 58, 'Left': 853, 'Top': 333}","(9.167, -0.143, 9.0, -0.107)",28.22226346,54.8293078,vertical,"(870.0, 361.75)","(2, 1)",853,333.0,1.0
the,100,"[(892, 295), (888, 334), (860, 331), (864, 292)]","{'Width': 32, 'Height': 42, 'Left': 860, 'Top': 292}","(9.75, -0.107, 9.75, -0.107)",28.16025568,39.20459157,vertical,"(876.0, 313.0)","(2, 1)",860,292.0,1.0
from,100,"[(899, 228), (892, 292), (865, 289), (872, 225)]","{'Width': 34, 'Height': 67, 'Left': 865, 'Top': 225}","(9.143, -0.111, 9.143, -0.111)",27.16615541,64.38167441,vertical,"(882.0, 258.5)","(2, 1)",865,225.0,1.0
Half,100,"[(906, 169), (899, 228), (873, 225), (879, 166)]","{'Width': 33, 'Height': 62, 'Left': 873, 'Top': 166}","(8.429, -0.115, 9.833, -0.111)",26.66933004,59.35905156,vertical,"(889.25, 197.0)","(2, 1)",873,166.0,1.0
One,100,"[(913, 111), (907, 166), (879, 162), (885, 108)]","{'Width': 34, 'Height': 58, 'Left': 879, 'Top': 108}","(9.167, -0.143, 9.0, -0.107)",28.22226346,54.8293078,vertical,"(896.0, 136.75)","(2, 1)",879,108.0,1.0
East,100,"[(936, 329), (929, 383), (902, 379), (908, 326)]","{'Width': 34, 'Height': 57, 'Left': 902, 'Top': 326}","(7.714, -0.148, 8.833, -0.107)",27.7274719,53.89517749,vertical,"(918.75, 354.25)","(2, 1)",902,326.0,1.0
the,100,"[(940, 288), (935, 327), (908, 323), (913, 285)]","{'Width': 32, 'Height': 42, 'Left': 908, 'Top': 285}","(7.8, -0.148, 7.6, -0.111)",27.23042177,38.82337115,vertical,"(924.0, 305.75)","(2, 1)",908,285.0,1.0
from,100,"[(949, 222), (941, 285), (914, 281), (921, 219)]","{'Width': 35, 'Height': 66, 'Left': 914, 'Top': 219}","(7.875, -0.148, 8.857, -0.107)",27.7274719,62.9499076,vertical,"(931.25, 251.75)","(2, 1)",914,219.0,1.0
Half,100,"[(956, 163), (949, 221), (921, 217), (928, 160)]","{'Width': 35, 'Height': 61, 'Left': 921, 'Top': 160}","(8.286, -0.143, 8.143, -0.107)",28.22226346,57.92455137,vertical,"(938.5, 190.25)","(2, 1)",921,160.0,1.0
One,100,"[(963, 105), (956, 160), (929, 156), (935, 102)]","{'Width': 34, 'Height': 58, 'Left': 929, 'Top': 102}","(7.857, -0.148, 9.0, -0.107)",27.7274719,54.88798797,vertical,"(945.75, 130.75)","(2, 1)",929,102.0,1.0
East,100,"[(982, 323), (975, 380), (947, 376), (954, 319)]","{'Width': 35, 'Height': 61, 'Left': 947, 'Top': 319}","(8.143, -0.143, 8.143, -0.143)",28.28427125,57.42821606,vertical,"(964.5, 349.5)","(2, 1)",947,319.0,1.0
the,100,"[(987, 283), (982, 320), (954, 316), (959, 279)]","{'Width': 33, 'Height': 41, 'Left': 954, 'Top': 279}","(7.4, -0.143, 7.4, -0.143)",28.28427125,37.33630941,vertical,"(970.5, 299.5)","(2, 1)",954,279.0,1.0
from,100,"[(996, 216), (988, 276), (960, 273), (968, 212)]","{'Width': 36, 'Height': 64, 'Left': 960, 'Top': 212}","(7.5, -0.107, 7.625, -0.143)",28.22226346,61.02666873,vertical,"(978.0, 244.25)","(2, 1)",960,212.0,1.0
Half,100,"[(1004, 157), (996, 217), (969, 213), (976, 153)]","{'Width': 35, 'Height': 64, 'Left': 969, 'Top': 153}","(7.5, -0.148, 8.571, -0.143)",27.78947969,60.46896852,vertical,"(986.25, 185.0)","(2, 1)",969,153.0,1.0
One,100,"[(1011, 101), (1004, 153), (977, 149), (983, 97)]","{'Width': 34, 'Height': 56, 'Left': 977, 'Top': 97}","(7.429, -0.148, 8.667, -0.143)",27.78947969,52.4070239,vertical,"(993.75, 125.0)","(2, 1)",977,97.0,1.0
East,100,"[(1034, 325), (1027, 381), (1000, 377), (1007, 322)]","{'Width': 34, 'Height': 59, 'Left': 1000, 'Top': 322}","(8.0, -0.148, 7.857, -0.111)",27.23042177,55.93973467,vertical,"(1017.0, 351.25)","(2, 1)",1000,322.0,1.0
the,100,"[(1039, 286), (1034, 324), (1007, 320), (1012, 283)]","{'Width': 32, 'Height': 41, 'Left': 1007, 'Top': 283}","(7.6, -0.148, 7.4, -0.111)",27.23042177,37.8319226,vertical,"(1023.0, 303.25)","(2, 1)",1007,283.0,1.0
from,100,"[(1048, 219), (1040, 281), (1013, 277), (1021, 216)]","{'Width': 35, 'Height': 65, 'Left': 1013, 'Top': 216}","(7.75, -0.148, 7.625, -0.111)",27.23042177,62.01817605,vertical,"(1030.5, 248.25)","(2, 1)",1013,216.0,1.0
Half,100,"[(1056, 159), (1049, 218), (1021, 214), (1028, 155)]","{'Width': 35, 'Height': 63, 'Left': 1021, 'Top': 155}","(8.429, -0.143, 8.429, -0.143)",28.28427125,59.41380311,vertical,"(1038.5, 186.5)","(2, 1)",1021,155.0,1.0
One,100,"[(1063, 103), (1056, 155), (1029, 151), (1035, 99)]","{'Width': 34, 'Height': 56, 'Left': 1029, 'Top': 99}","(7.429, -0.148, 8.667, -0.143)",27.78947969,52.4070239,vertical,"(1045.75, 127.0)","(2, 1)",1029,99.0,1.0
RINGS,100,"[(1422, 158), (1491, 154), (1492, 174), (1423, 178)]","{'Width': 70, 'Height': 24, 'Left': 1422, 'Top': 154}","(0.058, -20.0, 0.058, -20.0)",20.02498439,69.11584478,horizontal,"(1457.0, 166.0)","(2, 1)",1422,154.0,1.0
